,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
1002,2013-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,3,193.35,194.72,Middle Atlantic Division
1003,2013-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,4,195.79,195.49,Middle Atlantic Division
1004,2013-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,5,198.57,195.92,Middle Atlantic Division
1005,2013-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,6,200.93,196.36,Middle Atlantic Division
1006,2013-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,7,201.93,197.57,Middle Atlantic Division
1007,2013-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,8,200.66,196.83,Middle Atlantic Division
1008,2013-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,9,199.16,196.89,Middle Atlantic Division
1009,2013-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,10,199.42,197.68,Middle Atlantic Division
1010,2013-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,11,199.26,198.12,Middle Atlantic Division
1011,2013-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,12,196.64,196.93,Middle Atlantic Division
1012,2014-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,1,196.8,197.74,Middle Atlantic Division
1013,2014-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,2,195.1,197.25,Middle Atlantic Division
1014,2014-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,3,196.39,197.73,Middle Atlantic Division
1015,2014-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,4,199.02,198.68,Middle Atlantic Division
1016,2014-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,5,202.34,199.47,Middle Atlantic Division
1017,2014-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,6,204.71,199.98,Middle Atlantic Division
1018,2014-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,7,204.14,199.69,Middle Atlantic Division
1019,2014-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,8,204.51,200.51,Middle Atlantic Division
1020,2014-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,9,201.71,199.37,Middle Atlantic Division
1021,2014-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,10,201.98,200.38,Middle Atlantic Division
1022,2014-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,11,202.06,201.0,Middle Atlantic Division
1023,2014-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,12,201.99,202.32,Middle Atlantic Division
1024,2015-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,1,200.36,201.25,Middle Atlantic Division
1025,2015-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,2,199.55,201.64,Middle Atlantic Division
1026,2015-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,3,202.46,203.56,Middle Atlantic Division
1027,2015-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,4,203.04,202.67,Middle Atlantic Division
1028,2015-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,5,206.7,203.64,Middle Atlantic Division
1029,2015-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,6,208.69,203.94,Middle Atlantic Division
1030,2015-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,7,209.73,205.24,Middle Atlantic Division
1031,2015-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,8,209.55,205.54,Middle Atlantic Division
1032,2015-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,9,208.2,205.82,Middle Atlantic Division
1033,2015-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,10,207.78,206.27,Middle Atlantic Division
1034,2015-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,11,206.85,205.79,Middle Atlantic Division
1035,2015-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,12,206.68,206.97,Middle Atlantic Division
1036,2016-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,1,204.93,205.77,Middle Atlantic Division
1037,2016-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,2,206.74,208.72,Middle Atlantic Division
1038,2016-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,3,207.88,208.68,Middle Atlantic Division
1039,2016-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,4,209.46,208.97,Middle Atlantic Division
1040,2016-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,5,213.5,210.4,Middle Atlantic Division
1041,2016-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,6,216.34,211.75,Middle Atlantic Division
1042,2016-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,7,216.42,211.99,Middle Atlantic Division
1043,2016-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,8,216.34,212.4,Middle Atlantic Division
1044,2016-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,9,215.89,213.47,Middle Atlantic Division
1045,2016-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,10,215.63,214.16,Middle Atlantic Division
1046,2016-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,11,216.1,215.0,Middle Atlantic Division
1047,2016-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,12,215.11,215.32,Middle Atlantic Division
1048,2017-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,1,214.86,215.55,Middle Atlantic Division
1049,2017-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,2,215.02,216.82,Middle Atlantic Division
1050,2017-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,3,216.17,216.52,Middle Atlantic Division
1051,2017-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,4,219.69,219.04,Middle Atlantic Division
1052,2017-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,5,222.51,219.32,Middle Atlantic Division
1053,2017-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,6,224.86,220.52,Middle Atlantic Division
1054,2017-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,7,226.35,222.1,Middle Atlantic Division
1055,2017-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,8,227.12,223.31,Middle Atlantic Division
1056,2017-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,9,226.76,224.15,Middle Atlantic Division
1057,2017-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,10,226.48,225.0,Middle Atlantic Division
1058,2017-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,11,225.31,223.97,Middle Atlantic Division
1059,2017-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2017,12,225.96,225.92,Middle Atlantic Division
1060,2018-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,1,226.71,227.2,Middle Atlantic Division
1061,2018-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,2,226.79,228.48,Middle Atlantic Division
1062,2018-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,3,230.98,230.97,Middle Atlantic Division
1063,2018-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,4,231.44,230.46,Middle Atlantic Division
1064,2018-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,5,234.58,231.26,Middle Atlantic Division
1065,2018-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,6,236.55,232.53,Middle Atlantic Division
1066,2018-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,7,237.82,233.73,Middle Atlantic Division
1067,2018-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,8,236.79,233.25,Middle Atlantic Division
1068,2018-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,9,236.56,233.78,Middle Atlantic Division
1069,2018-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,10,235.46,233.9,Middle Atlantic Division
1070,2018-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,11,237.85,236.21,Middle Atlantic Division
1071,2018-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2018,12,237.24,236.95,Middle Atlantic Division
1072,2019-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,1,237.92,238.17,Middle Atlantic Division
1073,2019-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,2,237.48,239.07,Middle Atlantic Division
1074,2019-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,3,238.56,238.22,Middle Atlantic Division
1075,2019-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,4,241.62,240.35,Middle Atlantic Division
1076,2019-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,5,244.87,241.44,Middle Atlantic Division
1077,2019-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,6,245.75,242.07,Middle Atlantic Division
1078,2019-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,7,246.8,242.95,Middle Atlantic Division
1079,2019-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,8,247.38,244.13,Middle Atlantic Division
1080,2019-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,9,247.18,244.17,Middle Atlantic Division
1081,2019-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,10,247.99,246.31,Middle Atlantic Division
1082,2019-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,11,248.98,247.0,Middle Atlantic Division
1083,2019-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2019,12,249.24,248.63,Middle Atlantic Division
1084,2020-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,1,249.57,249.55,Middle Atlantic Division
1085,2020-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,2,250.91,252.51,Middle Atlantic Division
1086,2020-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,3,252.89,252.39,Middle Atlantic Division
1087,2020-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,4,254.16,252.61,Middle Atlantic Division
1088,2020-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,5,256.07,252.47,Middle Atlantic Division
1089,2020-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,6,258.16,254.69,Middle Atlantic Division
1090,2020-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,7,261.83,257.95,Middle Atlantic Division
1091,2020-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,8,266.88,263.72,Middle Atlantic Division
1092,2020-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,9,271.43,268.09,Middle Atlantic Division
1093,2020-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,10,274.37,272.44,Middle Atlantic Division
1094,2020-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,11,276.97,274.57,Middle Atlantic Division
1095,2020-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,12,278.81,277.88,Middle Atlantic Division
1096,2021-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,1,282.52,282.34,Middle Atlantic Division
1097,2021-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,2,281.88,283.55,Middle Atlantic Division
1098,2021-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,3,287.81,287.15,Middle Atlantic Division
1099,2021-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,4,295.97,294.11,Middle Atlantic Division
1100,2021-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,5,301.71,297.47,Middle Atlantic Division
1101,2021-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,6,304.26,300.41,Middle Atlantic Division
1102,2021-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,7,309.14,304.76,Middle Atlantic Division
1103,2021-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2021,8,308.73,305.26,Middle Atlantic Division
1104,1991-01-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,1,100.0,100.0,Mountain Division
1105,1991-02-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,2,98.32,98.67,Mountain Division
1106,1991-03-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,3,100.23,100.63,Mountain Division
1107,1991-04-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,4,100.28,100.33,Mountain Division
1108,1991-05-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,5,100.7,100.44,Mountain Division
1109,1991-06-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,6,102.09,101.53,Mountain Division
1110,1991-07-01,traditional,purchase-only,monthly,USA or Census Division,Mountain Division,DV_MT,1991,7,101.46,101.3,Mountain Division
